set,indice
train,28222
train,10833
train,18059
train,34991
train,15054
train,34670
train,25918
train,59280
train,31872
train,620
train,3259
train,37116
train,50972
train,31865
train,16208
train,29071
train,15893
train,50110
train,51377
train,31092
train,50954
train,1017
train,25569
train,46213
train,32685
train,49568
train,55834
train,26791
train,56648
train,46901
train,8812
train,5437
train,31553
train,28463
train,28583
train,26032
train,51766
train,32072
train,30901
train,40658
train,61127
train,24306
train,27954
train,53079
train,21336
train,39025
train,53700
train,53998
train,28801
train,40472
train,29802
train,49811
train,39214
train,1507
train,37073
train,8478
train,23346
train,12343
train,6070
train,30871
train,35704
train,10161
train,31476
train,38156
train,17817
train,49417
train,19596
train,37584
train,25298
train,34187
train,21381
train,54621
train,57588
train,14683
train,48311
train,50633
train,25527
train,2360
train,41431
train,55856
train,22358
train,14084
train,14768
train,8574
train,6993
train,4744
train,4297
train,9022
train,4791
train,38007
train,52868
train,15203
train,48056
train,11210
train,30343
train,11965
train,7919
train,21270
train,46520
train,26136
train,3185
train,34964
train,48172
train,29361
train,32356
train,36533
train,22526
train,60550
train,29631
train,37856
train,13067
train,47081
train,215
train,51447
train,56804
train,40692
train,57600
train,19405
train,60241
train,1832
train,16354
train,18844
train,52334
train,7420
train,56211
train,16605
train,39017
train,45276
train,17873
train,47419
train,14953
train,19278
train,58830
train,11865
train,47064
train,26534
train,15142
train,19640
train,12723
train,8924
train,21748
train,61469
train,952
train,55699
train,54076
train,3674
train,49381
train,46281
train,61915
train,28566
train,52717
train,8123
train,52458
train,14495
train,13334
train,40779
train,52156
train,37071
train,56236
train,43343
train,53479
train,39515
train,23642
train,24682
train,21454
train,34308
train,24936
train,20411
train,30173
train,8445
train,55803
train,14004
train,49386
train,15907
train,47263
train,35627
train,18007
train,34082
train,27157
train,47615
train,166
train,53560
train,23554
train,17294
train,61141
train,51342
train,2845
train,16232
train,18362
train,15978
train,3616
train,45284
train,61863
train,46984
train,61916
train,24889
train,32371
train,17265
train,17341
train,2185
train,41995
train,21085
train,34367
train,29864
train,46463
train,25499
train,14778
train,43939
train,37086
train,52769
train,1180
train,29664
train,38908
train,45939
train,15786
train,35145
train,39252
train,17540
train,32543
train,4734
train,41721
train,512
train,27714
train,50152
train,5039
train,49851
train,6714
train,31268
train,37715
train,32727
train,23452
train,12100
train,12329
train,400
train,34618
train,58341
train,40240
train,33516
train,39964
train,32813
train,52383
train,9981
train,2967
train,8203
train,23493
train,48691
train,12778
train,26789
train,58612
train,57467
train,47054
train,14439
train,57942
train,46590
train,20354
train,1557
train,4943
train,32513
train,2534
train,24002
train,34252
train,51320
train,37606
train,55497
train,17947
train,33344
train,19044
train,11158
train,5972
train,25453
train,19637
train,20107
train,840
train,14208
train,38310
train,54345
train,46457
train,35864
train,18666
train,56531
train,10510
train,45826
train,54936
train,20673
train,40828
train,29506
train,56823
train,17084
train,34667
train,41761
train,29248
train,25266
train,3356
train,49807
train,58038
train,35939
train,38872
train,34816
train,51743
train,4053
train,15022
train,56947
train,9607
train,10710
train,3692
train,28487
train,20488
train,6538
train,7577
train,24270
train,12402
train,10165
train,34988
train,39540
train,55312
train,42638
train,38685
train,61741
train,55995
train,22615
train,47430
train,15862
train,61549
train,33868
train,2692
train,40646
train,19327
train,23205
train,13214
train,12040
train,27542
train,48296
train,43167
train,44729
train,4514
train,53506
train,35937
train,3876
train,47441
train,39848
train,44414
train,45840
train,26261
train,26667
train,39362
train,24450
train,15302
train,21985
train,39442
train,2456
train,14421
train,29908
train,54801
train,12072
train,25458
train,53713
train,8950
train,2459
train,20730
train,10064
train,17034
train,27550
train,54740
train,14284
train,38085
train,57247
train,17153
train,13516
train,11689
train,31775
train,19409
train,13698
train,57738
train,46323
train,57001
train,41324
train,33829
train,9540
train,57482
train,18486
train,656
train,41879
train,34404
train,39590
train,21707
train,23438
train,26780
train,37533
train,29513
train,62001
train,39823
train,56864
train,18108
train,42260
train,11815
train,37395
train,52463
train,48349
train,28691
train,13287
train,44124
train,55574
train,48552
train,43807
train,26416
train,49383
train,19869
train,12511
train,13590
train,14046
train,35196
train,3963
train,1679
train,62055
train,27769
train,23146
train,47035
train,1204
train,57170
train,244
train,32778
train,26223
train,7331
train,52622
train,11251
train,49860
train,53625
train,8107
train,410
train,50591
train,18430
train,58506
train,27355
train,49914
train,12614
train,12880
train,44009
train,16824
train,35564
train,3336
train,42581
train,15776
train,24876
train,7255
train,24953
train,41576
train,46396
train,47427
train,53420
train,32883
train,49902
train,44401
train,14757
train,55472
train,11922
train,44116
train,15767
train,6909
train,46015
train,51537
train,11880
train,28069
train,59554
train,2280
train,31523
train,25045
train,17025
train,59843
train,31019
train,5170
train,54474
train,25640
train,55819
train,8711
train,2125
train,24887
train,49007
train,53662
train,59238
train,42935
train,57154
train,44267
train,21627
train,58272
train,12479
train,30834
train,36881
train,31211
train,1578
train,23167
train,29075
train,43795
train,48665
train,29101
train,31515
train,49237
train,44601
train,20977
train,3288
train,17888
train,42215
train,235
train,8377
train,59079
train,18769
train,9658
train,18003
train,54805
train,13351
train,29290
train,58014
train,33413
train,6964
train,1166
train,11631
train,34541
train,1636
train,40097
train,20010
train,29076
train,41553
train,47780
train,18513
train,43923
train,40028
train,41443
train,55421
train,46297
train,6109
train,25816
train,56455
train,24158
train,18076
train,26686
train,31539
train,22067
train,56202
train,51025
train,6490
train,7704
train,6064
train,1759
train,53785
train,26121
train,15493
train,6001
train,5338
train,7142
train,57203
train,58438
train,38221
train,7910
train,36605
train,58820
train,36360
train,57707
train,17524
train,16385
train,38542
train,18657
train,40983
train,48438
train,12101
train,13131
train,44471
train,3294
train,15148
train,52353
train,52285
train,47153
train,26994
train,3860
train,54817
train,21668
train,23930
train,19853
train,32866
train,16032
train,11403
train,46305
train,18091
train,1400
train,34346
train,51608
train,50325
train,48040
train,49265
train,34840
train,30654
train,44416
train,59771
train,15608
train,13561
train,49100
train,60143
train,40897
train,13984
train,23194
train,19129
train,40319
train,38176
train,20734
train,18689
train,2432
train,17251
train,49162
train,15722
train,39320
train,45300
train,15662
train,36438
train,36794
train,35299
train,48607
train,35753
train,12657
train,22040
train,26676
train,17168
train,40297
train,585
train,38133
train,36659
train,9984
train,20701
train,16995
train,31729
train,57853
train,61237
train,40281
train,32753
train,34933
train,54132
train,42063
train,21577
train,51981
train,22828
train,48326
train,8269
train,45305
train,23472
train,11247
train,46433
train,25262
train,18931
train,37358
train,36059
train,33609
train,17774
train,9774
train,20206
train,5760
train,61005
train,9785
train,45777
train,43153
train,53868
train,42071
train,37893
train,34147
train,38656
train,30623
train,29685
train,18510
train,3628
train,38484
train,51038
train,8546
train,37663
train,41468
train,23492
train,5465
train,2087
train,38788
train,6124
train,4097
train,10507
train,59660
train,340
train,32272
train,39295
train,54565
train,3241
train,34113
train,22644
train,53057
train,17697
train,33480
train,28903
train,13419
train,14965
train,23294
train,34115
train,39420
train,4852
train,9925
train,41062
train,46153
train,14550
train,9243
train,60524
train,50652
train,36118
train,41239
train,20535
train,30400
train,41391
train,8045
train,33127
train,38540
train,57841
train,51420
train,56082
train,37181
train,55807
train,57576
train,42361
train,57326
train,54004
train,20822
train,8637
train,27926
train,37359
train,1478
train,28331
train,10088
train,2221
train,8024
train,30602
train,36417
train,5834
train,47058
train,45810
train,35651
train,17904
train,55524
train,9398
train,21247
train,41817
train,8169
train,42252
train,2318
train,53828
train,21892
train,6954
train,12069
train,18505
train,35732
train,5745
train,13810
train,56193
train,38058
train,10707
train,47575
train,61926
train,6784
train,1351
train,4687
train,60540
train,22814
train,6237
train,46612
train,30698
train,43039
train,44657
train,31894
train,38075
train,56670
train,18150
train,57494
train,32910
train,28908
train,1905
train,1990
train,2096
train,18707
train,23838
train,27497
train,9312
train,13609
train,50002
train,55798
train,58277
train,57816
train,131
train,40006
train,34097
train,2219
train,17728
train,40122
train,3169
train,46752
train,29289
train,59177
train,41562
train,41494
train,51676
train,55447
train,44840
train,28383
train,35355
train,10350
train,50058
train,36016
train,35200
train,48873
train,12931
train,24276
train,36686
train,37159
train,30090
train,44561
train,37776
train,34444
train,17655
train,50244
train,41361
train,55399
train,39079
train,1080
train,6959
train,43694
train,4505
train,53015
train,37279
train,48121
train,35783
train,59978
train,42208
train,8465
train,50313
train,51306
train,25959
train,40388
train,32935
train,26323
train,19262
train,4293
train,42948
train,45627
train,36778
train,19919
train,37168
train,20942
train,55041
train,59114
train,2939
train,34303
train,40724
train,41074
train,46019
train,31388
train,16839
train,208
train,1846
train,32853
train,19259
train,19648
train,39644
train,58859
train,10229
train,58724
train,45611
train,58787
train,55811
train,14414
train,49123
train,1574
train,37516
train,41142
train,7921
train,34624
train,26547
train,29612
train,21918
train,36088
train,34970
train,11603
train,29853
train,8763
train,44115
train,29460
train,9400
train,51146
train,9745
train,1364
train,43956
train,33697
train,46761
train,34422
train,10544
train,59541
train,58044
train,22147
train,20780
train,43080
train,12733
train,60211
train,41130
train,61453
train,17582
train,23024
train,28950
train,22211
train,52572
train,47778
train,1807
train,25325
train,41912
train,10815
train,62091
train,1633
train,19690
train,60948
train,16736
train,12854
train,31774
train,43982
train,12770
train,49424
train,29146
train,53039
train,58842
train,74
train,3921
train,32103
train,55991
train,32176
train,56306
train,45750
train,35500
train,4590
train,19444
train,61166
train,20490
train,61396
train,277
train,38457
train,47773
train,19782
train,24377
train,17989
train,18346
train,61496
train,21633
train,22912
train,26859
train,6298
train,22549
train,39251
train,40840
train,7618
train,30667
train,11925
train,21395
train,12340
train,18954
train,38924
train,37569
train,41708
train,17228
train,61645
train,27244
train,43347
train,17846
train,50470
train,51083
train,48531
train,41987
train,26868
train,26700
train,60546
train,15359
train,24131
train,61799
train,40417
train,35272
train,36561
train,23408
train,48921
train,33335
train,36506
train,58088
train,49220
train,24458
train,37573
train,30111
train,47961
train,8055
train,32884
train,27344
train,3113
train,25958
train,8496
train,20136
train,34195
train,19976
train,43473
train,22626
train,18129
train,22044
train,3263
train,56124
train,27090
train,49221
train,4346
train,25575
train,9659
train,31003
train,11344
train,24633
train,52655
train,54240
train,5687
train,31545
train,49939
train,7899
train,10502
train,39068
train,21741
train,22748
train,26205
train,15195
train,17087
train,36358
train,41300
train,36328
train,426
train,31024
train,30387
train,31501
train,12622
train,6350
train,12388
train,54636
train,44241
train,32625
train,48251
train,13485
train,38052
train,20893
train,2425
train,43662
train,34416
train,25687
train,19322
train,43337
train,2085
train,1904
train,6852
train,32788
train,49844
train,29757
train,57631
train,24067
train,16167
train,7034
train,18841
train,50296
train,20113
train,46534
train,22324
train,28209
train,11585
train,45912
train,6279
train,8705
train,48827
train,44887
train,2194
train,47475
train,33074
train,15126
train,6050
train,37006
train,44880
train,13447
train,21871
train,33162
train,36797
train,54966
train,43948
train,48146
train,56453
train,17080
train,27218
train,40119
train,62107
train,41449
train,46039
train,10246
train,54702
train,55989
train,43588
train,43004
train,4987
train,8450
train,1821
train,54808
train,61407
train,10274
train,58153
train,12812
train,49255
train,38190
train,31566
train,38736
train,40473
train,47395
train,32299
train,356
train,12279
train,60921
train,51869
train,44369
train,8848
train,32534
train,6595
train,21248
train,7205
train,55218
train,50105
train,44516
train,9790
train,57838
train,55622
train,23581
train,31176
train,28895
train,20150
train,56411
train,20465
train,32756
train,49947
train,41099
train,45178
train,27931
train,8301
train,34735
train,52390
train,29402
train,25545
train,2290
train,46845
train,24818
train,20764
train,3749
train,35113
train,1643
train,59452
train,28409
train,6628
train,60993
train,39271
train,45899
train,19628
train,45808
train,1060
train,13641
train,13319
train,1788
train,14484
train,25539
train,5124
train,21913
train,7984
train,36669
train,57603
train,1754
train,21573
train,59082
train,24296
train,40160
train,36031
train,60262
train,5000
train,27346
train,57212
train,19513
train,5486
train,45705
train,9319
train,38622
train,1542
train,18986
train,55430
train,3666
train,37840
train,53515
train,32370
train,54363
train,37839
train,2282
train,12725
train,5557
train,5713
train,16838
train,60797
train,25468
train,32962
train,41334
train,59516
train,16880
train,1582
train,11194
train,53388
train,5580
train,35679
train,3818
train,32189
train,38121
train,29979
train,404
train,14501
train,61144
train,58763
train,13369
train,39457
train,21908
train,15198
train,27358
train,41140
train,61939
train,26330
train,60274
train,21334
train,57317
train,23097
train,31495
train,38063
train,31104
train,18188
train,46521
train,16297
train,61508
train,35930
train,11541
train,45938
train,41201
train,21632
train,9289
train,15187
train,47265
train,7946
train,13171
train,33165
train,48931
train,30374
train,30703
train,56437
train,3632
train,25622
train,56433
train,43152
train,10832
train,21301
train,46413
train,3345
train,19161
train,18028
train,17146
train,43837
train,2
train,29490
train,51100
train,7383
train,46450
train,58975
train,51471
train,28403
train,22425
train,60789
train,41273
train,22962
train,14696
train,44538
train,59489
train,54779
train,26639
train,19464
train,10429
train,2716
train,42634
train,23697
train,9957
train,6987
train,62036
train,33967
train,30958
train,58815
train,58047
train,18818
train,17991
train,43280
train,22468
train,209
train,62049
train,34170
train,16442
train,1526
train,36303
train,18500
train,58484
train,43814
train,14443
train,21065
train,13111
train,48877
train,15887
train,38343
train,48395
train,11590
train,48264
train,26954
train,25535
train,40716
train,54943
train,39477
train,37884
train,22173
train,6726
train,5072
train,31700
train,59993
train,26215
train,13480
train,51023
train,9976
train,52871
train,16365
train,15971
train,2312
train,22711
train,57391
train,28330
train,40638
train,6188
train,21898
train,17429
train,40959
train,29436
train,30653
train,11846
train,49684
train,56748
train,9267
train,59720
train,19263
train,35206
train,59260
train,11974
train,9550
train,60662
train,23550
train,34526
train,46017
train,25252
train,54040
train,42146
train,11011
train,25308
train,26974
train,31900
train,34489
train,44215
train,923
train,46713
train,24280
train,10901
train,11104
train,6274
train,41838
train,3176
train,61779
train,19168
train,15919
train,48118
train,856
train,58733
train,32698
train,28404
train,49158
train,49596
train,14472
train,39169
train,40753
train,44375
train,325
train,11522
train,56700
train,35655
train,15458
train,563
train,2040
train,40442
train,55287
train,52663
train,27180
train,19676
train,8776
train,3928
train,38029
train,29368
train,2591
train,57213
train,554
train,37479
train,16853
train,42008
train,49053
train,55333
train,44293
train,37179
train,14425
train,8692
train,56351
train,20704
train,33291
train,15970
train,45043
train,61129
train,31662
train,48929
train,54404
train,30900
train,47333
train,1200
train,28170
train,15108
train,15433
train,21911
train,7108
train,47691
train,46734
train,61544
train,23170
train,45552
train,51562
train,43990
train,35879
train,55820
train,9235
train,669
train,54209
train,25783
train,5064
train,53207
train,50157
train,58930
train,43294
train,36625
train,15752
train,1198
train,32918
train,3670
train,54593
train,18953
train,3821
train,24555
train,21601
train,36532
train,20726
train,23302
train,27273
train,18852
train,56125
train,42244
train,22381
train,45981
train,3253
train,51696
train,27812
train,54469
train,38536
train,46907
train,2910
train,15743
train,29002
train,479
train,34069
train,38840
train,29203
train,45730
train,6242
train,59564
train,46467
train,43708
train,15197
train,28221
train,60184
train,10670
train,53029
train,33449
train,61351
train,3989
train,33321
train,4232
train,26412
train,45518
train,44191
train,56326
train,14026
train,44652
train,5982
train,38891
train,57750
train,18011
train,4444
train,31578
train,47160
train,39282
train,43902
train,9516
train,6834
train,43268
train,29747
train,26142
train,34654
train,53748
train,2212
train,50219
train,7995
train,5574
train,52654
train,28668
train,10040
train,43819
train,48294
train,393
train,8673
train,58691
train,61677
train,16574
train,50238
train,22181
train,53177
train,681
train,59856
train,24833
train,53778
train,59205
train,32560
train,58098
train,33245
train,26706
train,45322
train,21558
train,40973
train,23332
train,1675
train,49325
train,1556
train,40222
train,5245
train,24765
train,14773
train,51651
train,57156
train,28572
train,33265
train,41265
train,45849
train,22499
train,43441
train,38903
train,26
train,50172
train,30299
train,12715
train,56186
train,11609
train,33520
train,31675
train,55923
train,12994
train,4575
train,5555
train,54396
train,15153
train,30832
train,52817
train,57827
train,41666
train,10303
train,55984
train,2689
train,20362
train,44668
train,662
train,38134
train,31287
train,19104
train,660
train,16322
train,41015
train,18220
train,28477
train,50073
train,60563
train,7325
train,62127
train,13201
train,53152
train,16705
train,59748
train,56258
train,3733
train,18916
train,56673
train,1707
train,30180
train,46335
train,47497
train,14392
train,27512
train,7612
train,26106
train,21953
train,3460
train,674
train,37391
train,19941
train,57333
train,53643
train,7345
train,11559
train,54866
train,37278
train,28266
train,34003
train,41512
train,48184
train,28577
train,34434
train,61152
train,10066
train,16978
train,3516
train,33069
train,38268
train,6765
train,61368
train,52610
train,43396
train,8768
train,3323
train,44253
train,22094
train,20372
train,10091
train,42690
train,56070
train,8238
train,57852
train,31465
train,29130
train,27739
train,26292
train,21382
train,25011
train,18226
train,40340
train,5248
train,12209
train,37105
train,61084
train,40385
train,32468
train,31391
train,42058
train,5737
train,48491
train,9697
train,10179
train,42619
train,15695
train,39405
train,54685
train,14418
train,15636
train,50435
train,19321
train,8670
train,39957
train,19208
train,60706
train,53490
train,57943
train,61196
train,28946
train,27091
train,31599
train,58510
train,28607
train,441
train,30655
train,57174
train,6250
train,49723
train,49101
train,34594
train,39990
train,44090
train,43362
train,2772
train,1324
train,5070
train,2934
train,27568
train,36165
train,61124
train,53792
train,37905
train,34279
train,28470
train,43754
train,56702
train,58721
train,26514
train,1804
train,60203
train,13898
train,43342
train,57914
train,35481
train,33612
train,28960
train,17049
train,53863
train,27146
train,11636
train,13674
train,25078
train,56955
train,59368
train,19675
train,48638
train,20641
train,10694
train,8982
train,58314
train,40560
train,58594
train,32667
train,4702
train,51111
train,1697
train,13548
train,15680
train,11070
train,61985
train,51952
train,28964
train,9979
train,46214
train,17298
train,28874
train,6724
train,18450
train,17586
train,41681
train,35471
train,24199
train,33489
train,36382
train,56695
train,46469
train,20628
train,9951
train,36517
train,46441
train,49085
train,12513
train,26470
train,48999
train,11409
train,23406
train,48775
train,39885
train,17639
train,46824
train,11267
train,12777
train,36271
train,49955
train,11402
train,57513
train,20590
train,32366
train,7225
train,31633
train,48914
train,7413
train,35463
train,40167
train,28193
train,46437
train,21522
train,31407
train,28716
train,50221
train,48620
train,39466
train,56309
train,32757
train,23715
train,5607
train,37379
train,22757
train,36277
train,45330
train,19616
train,45545
train,10228
train,8604
train,49455
train,39978
train,26790
train,15421
train,11171
train,33901
train,11663
train,12873
train,21856
train,3571
train,48848
train,14474
train,15196
train,27583
train,57597
train,57931
train,58525
train,31325
train,30798
train,33619
train,52206
train,61147
train,57789
train,29626
train,8556
train,29399
train,46070
train,2942
train,26564
train,11574
train,19350
train,17011
train,24210
train,18100
train,53012
train,30727
train,47042
train,56370
train,25664
train,100
train,11029
train,27276
train,47013
train,45455
train,26610
train,19964
train,61079
train,39318
train,57912
train,11792
train,48143
train,19887
train,24971
train,54267
train,59175
train,58882
train,6229
train,54170
train,5100
train,54651
train,500
train,16522
train,32611
train,55369
train,33456
train,14027
train,44243
train,36260
train,8804
train,5091
train,33118
train,7384
train,18514
train,3072
train,39257
train,15946
train,3158
train,32565
train,20256
train,28416
train,17917
train,58073
train,20021
train,45969
train,46044
train,24518
train,7022
train,61426
train,19117
train,33368
train,40683
train,40149
train,32304
train,30166
train,42578
train,49415
train,36179
train,48687
train,46403
train,60841
train,33220
train,52006
train,53233
train,45149
train,37145
train,12519
train,22670
train,30232
train,20360
train,52497
train,46547
train,770
train,34889
train,15503
train,48850
train,29046
train,46664
train,47073
train,1784
train,25880
train,30874
train,41049
train,15883
train,7408
train,50963
train,37227
train,21809
train,41989
train,7404
train,51871
train,24403
train,56649
train,45786
train,46853
train,20569
train,20092
train,1517
train,40020
train,27048
train,57556
train,31156
train,33098
train,48616
train,39640
train,43984
train,38999
train,54851
train,51049
train,39743
train,55914
train,9336
train,45243
train,6978
train,17732
train,33428
train,24667
train,38696
train,26826
train,7790
train,59157
train,1105
train,28736
train,15311
train,20018
train,19577
train,45400
train,51446
train,8466
train,4598
train,37719
train,56518
train,54856
train,9857
train,2438
train,20638
train,33051
train,43373
train,6273
train,43465
train,18918
train,28501
train,48348
train,28735
train,15491
train,2010
train,50712
train,61988
train,61050
train,1939
train,23520
train,17199
train,32846
train,2627
train,31904
train,7387
train,55985
train,53979
train,48623
train,27486
train,22624
train,55934
train,8541
train,13096
train,29749
train,40906
train,11616
train,7376
train,49780
train,46858
train,20964
train,41920
train,21384
train,52218
train,1569
train,40731
train,29255
train,30030
train,25179
train,45590
train,6998
train,31910
train,39977
train,28816
train,2150
train,13441
train,49909
train,12586
train,29086
train,34683
train,46425
train,43311
train,42096
train,57312
train,61361
train,12398
train,42070
train,25756
train,7077
train,60310
train,1572
train,32772
train,39375
train,35014
train,41490
train,27938
train,22464
train,44801
train,43232
train,14374
train,46927
train,35780
train,20226
train,5928
train,53937
train,17802
train,11226
train,9866
train,25613
train,21061
train,15900
train,39274
train,3061
train,58803
train,3320
train,60425
train,1308
train,45097
train,44488
train,59443
train,103
train,27354
train,47518
train,23720
train,30942
train,46111
train,35795
train,19317
train,26085
train,9118
train,1909
train,12871
train,10563
train,51254
train,19996
train,25726
train,6727
train,42114
train,7358
train,54873
train,40984
train,19169
train,40722
train,18977
train,55821
train,25777
train,6369
train,768
train,26577
train,34321
train,48906
train,4010
train,41498
train,22353
train,18316
train,45408
train,15249
train,40881
train,55595
train,8973
train,16726
train,56248
train,61993
train,9524
train,30355
train,50235
train,42717
train,55849
train,49590
train,28953
train,55107
train,3629
train,32553
train,14693
train,6922
train,40628
train,28295
train,55188
train,25159
train,45940
train,29514
train,52180
train,20161
train,45983
train,22031
train,61772
train,18345
train,40466
train,54665
train,22850
train,42731
train,34825
train,38009
train,15943
train,47071
train,32416
train,57869
train,43742
train,13064
train,59143
train,59127
train,39003
train,54096
train,41438
train,53021
train,25749
train,32738
train,19710
train,26949
train,23631
train,7651
train,24538
train,36660
train,56182
train,60603
train,30494
train,46919
train,38826
train,41531
train,53906
train,20163
train,7745
train,52141
train,3551
train,59944
train,29503
train,21448
train,31952
train,45865
train,42758
train,47273
train,51344
train,26992
train,43938
train,21643
train,2440
train,4785
train,40652
train,57721
train,35709
train,10699
train,15935
train,42428
train,39132
train,2524
train,5406
train,42804
train,38059
train,27393
train,28213
train,11191
train,59151
train,15644
train,61771
train,43559
train,46481
train,49796
train,55108
train,33851
train,67
train,7979
train,24369
train,49029
train,46058
train,31651
train,35515
train,27111
train,56299
train,58008
train,48266
train,23944
train,33683
train,59209
train,24384
train,53825
train,23251
train,46812
train,28913
train,28562
train,16570
train,33089
train,58025
train,15747
train,61740
train,58940
train,50327
train,38033
train,11159
train,34887
train,27804
train,58968
train,17016
train,3133
train,49344
train,6089
train,30768
train,61465
train,37660
train,55931
train,1410
train,16195
train,57409
train,45881
train,11890
train,40807
train,50301
train,61866
train,22630
train,33522
train,33903
train,25249
train,37268
train,8978
train,55050
train,9298
train,58508
train,18678
train,27401
train,23180
train,1359
train,53783
train,59093
train,8258
train,22725
train,15123
train,12175
train,38172
train,42924
train,8316
train,49949
train,59297
train,11233
train,15303
train,22442
train,45871
train,14283
train,19658
train,17740
train,13430
train,3378
train,3919
train,58394
train,61812
train,50432
train,24036
train,34945
train,38233
train,4412
train,58275
train,27552
train,24250
train,53861
train,58268
train,5936
train,17723
train,43556
train,53570
train,54549
train,29993
train,13737
train,49849
train,24563
train,722
train,31481
train,53027
train,10693
train,14385
train,40025
train,56436
train,31238
train,10705
train,18424
train,56811
train,38759
train,13069
train,20370
train,44130
train,16149
train,41818
train,4462
train,14335
train,11147
train,48920
train,42853
train,32708
train,53440
train,5651
train,50834
train,12845
train,9513
train,60964
train,4889
train,37433
train,17950
train,25093
train,16209
train,16451
train,43462
train,23659
train,27093
train,57568
train,214
train,45171
train,31379
train,36269
train,57620
train,12827
train,9569
train,1737
train,26033
train,35332
train,25643
train,39465
train,27960
train,52398
train,52724
train,31814
train,25639
train,60821
train,27886
train,8922
train,33974
train,18530
train,1287
train,19478
train,1718
train,37012
train,37763
train,53805
train,46492
train,28672
train,30472
train,51287
train,11790
train,47351
train,43974
train,16258
train,16799
train,52966
train,26433
train,56208
train,56761
train,53279
train,56742
train,48939
train,57565
train,12801
train,20385
train,56061
train,27513
train,49054
train,50578
train,57888
train,22709
train,11613
train,41952
train,58079
train,36822
train,61542
train,50394
train,31576
train,58225
train,7908
train,59405
train,60996
train,19295
train,51259
train,11984
train,5252
train,8513
train,15418
train,32932
train,26048
train,20446
train,48161
train,42434
train,32074
train,43129
train,11811
train,11492
train,32160
train,43058
train,26787
train,16453
train,19541
train,44651
train,41796
train,53265
train,5051
train,52027
train,16501
train,26827
train,48670
train,30918
train,24857
train,32450
train,58938
train,35986
train,35421
train,18407
train,37698
train,38856
train,55187
train,10489
train,26948
train,36496
train,51051
train,21845
train,31530
train,41705
train,44485
train,43855
train,44324
train,13378
train,4305
train,50947
train,62002
train,39819
train,23734
train,17999
train,10151
train,9915
train,3945
train,37654
train,49648
train,10049
train,4860
train,55139
train,24286
train,13071
train,19930
train,50942
train,29195
train,22022
train,37388
train,23789
train,17927
train,23618
train,50431
train,20078
train,57144
train,1988
train,61316
train,22395
train,24151
train,24998
train,29930
train,20742
train,9882
train,8212
train,12
train,41329
train,53203
train,37355
train,23918
train,48959
train,57356
train,22415
train,29770
train,18186
train,3144
train,48740
train,13292
train,18380
train,61836
train,40660
train,55575
train,21113
train,57748
train,18798
train,1123
train,25976
train,47206
train,4441
train,12569
train,27444
train,15837
train,20292
train,30300
train,23598
train,32085
train,16175
train,18673
train,34850
train,16382
train,6473
train,50732
train,47087
train,24908
train,34328
train,35882
train,47837
train,26718
train,38108
train,16666
train,1491
train,48496
train,16563
train,30499
train,42522
train,219
train,13851
train,33878
train,27840
train,54580
train,35179
train,43817
train,5438
train,13161
train,59925
train,50103
train,34655
train,51265
train,15154
train,23722
train,3006
train,419
train,32342
train,44394
train,9317
train,17246
train,40684
train,15360
train,15741
train,25429
train,42355
train,40337
train,34126
train,4085
train,47651
train,61282
train,4405
train,30837
train,46935
train,58162
train,32608
train,21260
train,41207
train,9598
train,12481
train,54540
train,52191
train,15618
train,17180
train,34281
train,5035
train,41595
train,55956
train,8997
train,1564
train,52877
train,50887
train,57719
train,6946
train,26542
train,33228
train,56771
train,14821
train,9803
train,61887
train,5596
train,58384
train,4567
train,29728
train,52163
train,25585
train,24331
train,45489
train,59290
train,47528
train,6649
train,1775
train,59756
train,40544
train,40215
train,56915
train,28570
train,53530
train,30098
train,36800
train,56238
train,36582
train,18884
train,56577
train,57284
train,19917
train,41521
train,8522
train,3641
train,57839
train,33777
train,51607
train,42011
train,23724
train,55805
train,41524
train,55216
train,43214
train,37800
train,56693
train,30658
train,17959
train,52332
train,37484
train,26862
train,22988
train,41123
train,52421
train,41236
train,3350
train,52776
train,16004
train,35423
train,61722
train,45211
train,8686
train,47228
train,15530
train,14199
train,21236
train,56050
train,17360
train,5729
train,22699
train,17229
train,36657
train,53680
train,26224
train,8300
train,5671
train,33668
train,38042
train,19646
train,29014
train,50156
train,49178
train,41073
train,29707
train,52628
train,26618
train,60308
train,18299
train,25161
train,24106
train,60374
train,49580
train,12330
train,48114
train,4837
train,12186
train,22095
train,45196
train,33698
train,3403
train,61369
train,2328
train,28267
train,13046
train,9406
train,51896
train,4337
train,4324
train,938
train,2473
train,46609
train,20577
train,7520
train,3247
train,5071
train,6162
train,46121
train,47090
train,7944
train,12091
train,25963
train,25102
train,37767
train,51317
train,54792
train,2730
train,29878
train,58727
train,15652
train,44265
train,54257
train,61057
train,38296
train,9411
train,56520
train,5357
train,21956
train,29764
train,30962
train,17646
train,128
train,51969
train,38973
train,13068
train,17004
train,17306
train,23060
train,1101
train,95
train,20330
train,19042
train,23850
train,710
train,20707
train,46464
train,12552
train,35052
train,59951
train,33578
train,52434
train,53639
train,47908
train,37361
train,12556
train,49943
train,33437
train,4484
train,13147
train,52932
train,32251
train,2725
train,43668
train,6898
train,57231
train,61827
train,18336
train,51019
train,41903
train,59328
train,20872
train,19536
train,14704
train,39033
train,43066
train,46600
train,54516
train,19447
train,5058
train,13996
train,48464
train,49965
